"","drug","model.id","response_type","value"
"10849","HSP990","X.1934.HS90","AUC","999.2000"
"10850","HSP990","X.1934.HS90","survival","6.0000"
"10851","INC280","X.1934.IN80","mRECIST",NA
"10852","INC280","X.1934.IN80","best.average.response","NA"
"10853","INC280","X.1934.IN80","slope","89.0204"
"10854","INC280","X.1934.IN80","AUC","315.8929"
"10855","INC280","X.1934.IN80","survival","7.0000"
"10856","LCL161 + paclitaxel","X.1934.LC61.pael","mRECIST",NA
"10857","LCL161 + paclitaxel","X.1934.LC61.pael","best.average.response","NA"
"10858","LCL161 + paclitaxel","X.1934.LC61.pael","slope","87.3032"
"10859","LCL161 + paclitaxel","X.1934.LC61.pael","AUC","610.1812"
"10860","LCL161 + paclitaxel","X.1934.LC61.pael","survival","40.0000"
"10861","LEE011","X.1934.LE11","mRECIST",NA
"10862","LEE011","X.1934.LE11","best.average.response","NA"
"10863","LEE011","X.1934.LE11","slope","89.2893"
"10864","LEE011","X.1934.LE11","AUC","574.3727"
"10865","LEE011","X.1934.LE11","survival","11.0000"
"10866","LFW527 + binimetinib","X.1934.LF27.biib","mRECIST","PD"
"10867","LFW527 + binimetinib","X.1934.LF27.biib","best.average.response","108.5169"
"10868","LFW527 + binimetinib","X.1934.LF27.biib","slope","88.8937"
"10869","LFW527 + binimetinib","X.1934.LF27.biib","AUC","595.8918"
"10870","LFW527 + binimetinib","X.1934.LF27.biib","survival","14.0000"
"10871","LGH447","X.1934.LG47","mRECIST",NA
"10872","LGH447","X.1934.LG47","best.average.response","NA"
"10873","LGH447","X.1934.LG47","slope","89.0682"
"10874","LGH447","X.1934.LG47","AUC","524.5333"
"10875","LGH447","X.1934.LG47","survival","12.0000"
"10876","LLM871","X.1934.LL71","mRECIST",NA
"10877","LLM871","X.1934.LL71","best.average.response","NA"
"10878","LLM871","X.1934.LL71","slope","89.0262"
"10879","LLM871","X.1934.LL71","AUC","601.1750"
"10880","LLM871","X.1934.LL71","survival","12.0000"
"10881","paclitaxel","X.1934.pael","mRECIST","PD"
"10882","paclitaxel","X.1934.pael","best.average.response","89.4154"
"10883","paclitaxel","X.1934.pael","slope","88.4148"
"10884","paclitaxel","X.1934.pael","AUC","538.9921"
"10885","paclitaxel","X.1934.pael","survival","19.0000"
"10886","untreated","X.1934.uned","mRECIST",NA
"10887","untreated","X.1934.uned","best.average.response","NA"
"10888","untreated","X.1934.uned","slope","88.5901"
"10889","untreated","X.1934.uned","AUC","352.2917"
"10890","untreated","X.1934.uned","survival","12.0000"
"10891","abraxane","X.1948.abne","mRECIST","SD"
"10892","abraxane","X.1948.abne","best.average.response","-7.5848"
"10893","abraxane","X.1948.abne","slope","82.0012"
"10894","abraxane","X.1948.abne","AUC","395.8354"
"10895","abraxane","X.1948.abne","survival","48.0000"
"10896","binimetinib","X.1948.biib","mRECIST","SD"
"10897","binimetinib","X.1948.biib","best.average.response","-2.3829"
"10898","binimetinib","X.1948.biib","slope","24.4908"
"10899","binimetinib","X.1948.biib","AUC","243.1778"
"10900","binimetinib","X.1948.biib","survival","18.0000"
"10901","binimetinib-3.5mpk","X.1948.bipk","mRECIST","SD"
"10902","binimetinib-3.5mpk","X.1948.bipk","best.average.response","-4.3483"
"10903","binimetinib-3.5mpk","X.1948.bipk","slope","82.8759"
"10904","binimetinib-3.5mpk","X.1948.bipk","AUC","378.1622"
"10905","binimetinib-3.5mpk","X.1948.bipk","survival","41.0000"
"10906","BKM120","X.1948.BK20","mRECIST","SD"
"10907","BKM120","X.1948.BK20","best.average.response","-16.2574"
"10908","BKM120","X.1948.BK20","slope","21.2704"
"10909","BKM120","X.1948.BK20","AUC","250.4372"
"10910","BKM120","X.1948.BK20","survival","39.0000"
"10911","BKM120 + binimetinib","X.1948.BK20.biib","mRECIST","SD"
"10912","BKM120 + binimetinib","X.1948.BK20.biib","best.average.response","28.5884"
"10913","BKM120 + binimetinib","X.1948.BK20.biib","slope","76.7216"
"10914","BKM120 + binimetinib","X.1948.BK20.biib","AUC","429.1500"
"10915","BKM120 + binimetinib","X.1948.BK20.biib","survival","84.0000"
"10916","BKM120 + LDE225","X.1948.BK20.LD25","mRECIST","SD"
"10917","BKM120 + LDE225","X.1948.BK20.LD25","best.average.response","9.1761"
"10918","BKM120 + LDE225","X.1948.BK20.LD25","slope","66.7596"
"10919","BKM120 + LDE225","X.1948.BK20.LD25","AUC","350.9305"
"10920","BKM120 + LDE225","X.1948.BK20.LD25","survival","84.0000"
"10921","BYL719","X.1948.BY19","mRECIST","SD"
"10922","BYL719","X.1948.BY19","best.average.response","-3.7324"
"10923","BYL719","X.1948.BY19","slope","25.5043"
"10924","BYL719","X.1948.BY19","AUC","214.2557"
"10925","BYL719","X.1948.BY19","survival","53.0000"
"10926","BYL719 + LJM716","X.1948.BY19.LJ16","mRECIST","PD"
"10927","BYL719 + LJM716","X.1948.BY19.LJ16","best.average.response","32.9529"
"10928","BYL719 + LJM716","X.1948.BY19.LJ16","slope","80.2907"
"10929","BYL719 + LJM716","X.1948.BY19.LJ16","AUC","469.6368"
"10930","BYL719 + LJM716","X.1948.BY19.LJ16","survival","64.0000"
"10931","CLR457","X.1948.CL57","mRECIST","PD"
"10932","CLR457","X.1948.CL57","best.average.response","18.4517"
"10933","CLR457","X.1948.CL57","slope","86.8672"
"10934","CLR457","X.1948.CL57","AUC","701.0943"
"10935","CLR457","X.1948.CL57","survival","53.0000"
"10936","figitumumab","X.1948.fiab","mRECIST","SD"
"10937","figitumumab","X.1948.fiab","best.average.response","5.3185"
"10938","figitumumab","X.1948.fiab","slope","53.9308"
"10939","figitumumab","X.1948.fiab","AUC","219.3286"
"10940","figitumumab","X.1948.fiab","survival","14.0000"
"10941","figitumumab + binimetinib","X.1948.fiab.biib","mRECIST","PD"
"10942","figitumumab + binimetinib","X.1948.fiab.biib","best.average.response","62.4068"
"10943","figitumumab + binimetinib","X.1948.fiab.biib","slope","86.8954"
"10944","figitumumab + binimetinib","X.1948.fiab.biib","AUC","493.7071"
"10945","figitumumab + binimetinib","X.1948.fiab.biib","survival","28.0000"
"10946","gemcitabine-50mpk","X.1948.gepk","mRECIST","SD"
"10947","gemcitabine-50mpk","X.1948.gepk","best.average.response","10.6293"
"10948","gemcitabine-50mpk","X.1948.gepk","slope","76.1843"
"10949","gemcitabine-50mpk","X.1948.gepk","AUC","393.4339"
"10950","gemcitabine-50mpk","X.1948.gepk","survival","104.0000"
"10951","HDM201","X.1948.HD01","mRECIST","PD"
"10952","HDM201","X.1948.HD01","best.average.response","24.4732"
"10953","HDM201","X.1948.HD01","slope","78.7919"
"10954","HDM201","X.1948.HD01","AUC","382.0367"
"10955","HDM201","X.1948.HD01","survival","63.0000"
"10956","INC424","X.1948.IN24","mRECIST","SD"
"10957","INC424","X.1948.IN24","best.average.response","7.9519"
"10958","INC424","X.1948.IN24","slope","78.5075"
"10959","INC424","X.1948.IN24","AUC","347.5155"
"10960","INC424","X.1948.IN24","survival","111.0000"
"10961","INC424 + binimetinib","X.1948.IN24.biib","mRECIST","SD"
"10962","INC424 + binimetinib","X.1948.IN24.biib","best.average.response","25.0414"
"10963","INC424 + binimetinib","X.1948.IN24.biib","slope","78.2786"
"10964","INC424 + binimetinib","X.1948.IN24.biib","AUC","379.7759"
"10965","INC424 + binimetinib","X.1948.IN24.biib","survival","100.0000"
"10966","LEE011","X.1948.LE11","mRECIST","PD"
"10967","LEE011","X.1948.LE11","best.average.response","44.0979"
"10968","LEE011","X.1948.LE11","slope","83.5099"
"10969","LEE011","X.1948.LE11","AUC","474.2800"
"10970","LEE011","X.1948.LE11","survival","55.0000"
"10971","LKA136","X.1948.LK36","mRECIST","SD"
"10972","LKA136","X.1948.LK36","best.average.response","16.1980"
"10973","LKA136","X.1948.LK36","slope","82.0453"
"10974","LKA136","X.1948.LK36","AUC","345.0482"
"10975","LKA136","X.1948.LK36","survival","28.0000"
"10976","trametinib","X.1948.trib","mRECIST","SD"
"10977","trametinib","X.1948.trib","best.average.response","-16.0540"
"10978","trametinib","X.1948.trib","slope","-40.9858"
"10979","trametinib","X.1948.trib","AUC","177.2886"
"10980","trametinib","X.1948.trib","survival","98.0000"
"10981","untreated","X.1948.uned","mRECIST","SD"
"10982","untreated","X.1948.uned","best.average.response","5.9441"
"10983","untreated","X.1948.uned","slope","81.7168"
"10984","untreated","X.1948.uned","AUC","379.5267"
"10985","untreated","X.1948.uned","survival","71.0000"
"10986","WNT974","X.1948.WN74","mRECIST","PD"
"10987","WNT974","X.1948.WN74","best.average.response","42.1313"
"10988","WNT974","X.1948.WN74","slope","86.9603"
"10989","WNT974","X.1948.WN74","AUC","564.6400"
"10990","WNT974","X.1948.WN74","survival","30.0000"
"10991","binimetinib","X.1959.biib","mRECIST","SD"
"10992","binimetinib","X.1959.biib","best.average.response","-27.3402"
"10993","binimetinib","X.1959.biib","slope","-78.2616"
"10994","binimetinib","X.1959.biib","AUC","225.2486"
"10995","binimetinib","X.1959.biib","survival","35.0000"
"10996","BKM120 + binimetinib","X.1959.BK20.biib","mRECIST","PR"
"10997","BKM120 + binimetinib","X.1959.BK20.biib","best.average.response","-27.3147"
"10998","BKM120 + binimetinib","X.1959.BK20.biib","slope","-72.3184"
"10999","BKM120 + binimetinib","X.1959.BK20.biib","AUC","182.0309"
"11000","BKM120 + binimetinib","X.1959.BK20.biib","survival","47.0000"
"11001","gemcitabine-50mpk","X.1959.gepk","mRECIST","SD"
"11002","gemcitabine-50mpk","X.1959.gepk","best.average.response","9.6006"
"11003","gemcitabine-50mpk","X.1959.gepk","slope","81.3711"
"11004","gemcitabine-50mpk","X.1959.gepk","AUC","448.7814"
"11005","gemcitabine-50mpk","X.1959.gepk","survival","35.0000"
"11006","INC424 + binimetinib","X.1959.IN24.biib","mRECIST","SD"
"11007","INC424 + binimetinib","X.1959.IN24.biib","best.average.response","-4.5412"
"11008","INC424 + binimetinib","X.1959.IN24.biib","slope","79.4551"
"11009","INC424 + binimetinib","X.1959.IN24.biib","AUC","374.6155"
"11010","INC424 + binimetinib","X.1959.IN24.biib","survival","61.0000"
"11011","LEE011","X.1959.LE11","mRECIST","PD"
"11012","LEE011","X.1959.LE11","best.average.response","30.1537"
"11013","LEE011","X.1959.LE11","slope","84.5943"
"11014","LEE011","X.1959.LE11","AUC","526.4186"
"11015","LEE011","X.1959.LE11","survival","35.0000"
"11016","LFW527 + binimetinib","X.1979.LF27.biib","mRECIST","SD"
"11017","LFW527 + binimetinib","X.1979.LF27.biib","best.average.response","-6.3369"
"11018","LFW527 + binimetinib","X.1979.LF27.biib","slope","71.3859"
"11019","LFW527 + binimetinib","X.1979.LF27.biib","AUC","394.1932"
"11020","LFW527 + binimetinib","X.1979.LF27.biib","survival","85.0000"
"11021","BGJ398","X.1980.BG98","mRECIST","PD"
"11022","BGJ398","X.1980.BG98","best.average.response","68.6675"
"11023","BGJ398","X.1980.BG98","slope","89.1671"
"11024","BGJ398","X.1980.BG98","AUC","780.6222"
"11025","BGJ398","X.1980.BG98","survival","18.0000"
"11026","binimetinib","X.1980.biib","mRECIST","SD"
"11027","binimetinib","X.1980.biib","best.average.response","-12.7362"
"11028","binimetinib","X.1980.biib","slope","52.5167"
"11029","binimetinib","X.1980.biib","AUC","272.0545"
"11030","binimetinib","X.1980.biib","survival","44.0000"
"11031","BKM120","X.1980.BK20","mRECIST","SD"
"11032","BKM120","X.1980.BK20","best.average.response","-13.9441"
"11033","BKM120","X.1980.BK20","slope","-2.1625"
"11034","BKM120","X.1980.BK20","AUC","297.0877"
"11035","BKM120","X.1980.BK20","survival","98.0000"
"11036","BKM120 + binimetinib","X.1980.BK20.biib","mRECIST","SD"
"11037","BKM120 + binimetinib","X.1980.BK20.biib","best.average.response","-9.8909"
"11038","BKM120 + binimetinib","X.1980.BK20.biib","slope","27.6767"
"11039","BKM120 + binimetinib","X.1980.BK20.biib","AUC","279.7483"
"11040","BKM120 + binimetinib","X.1980.BK20.biib","survival","92.0000"
"11041","BYL719","X.1980.BY19","mRECIST","PD"
"11042","BYL719","X.1980.BY19","best.average.response","23.7649"
"11043","BYL719","X.1980.BY19","slope","86.9441"
"11044","BYL719","X.1980.BY19","AUC","647.2576"
"11045","BYL719","X.1980.BY19","survival","33.0000"
"11046","BYL719 + LGH447","X.1980.BY19.LG47","mRECIST","SD"
"11047","BYL719 + LGH447","X.1980.BY19.LG47","best.average.response","1.4594"
"11048","BYL719 + LGH447","X.1980.BY19.LG47","slope","86.6689"
"11049","BYL719 + LGH447","X.1980.BY19.LG47","AUC","486.3931"
"11050","BYL719 + LGH447","X.1980.BY19.LG47","survival","29.0000"
"11051","BYL719 + LJM716","X.1980.BY19.LJ16","mRECIST","PD"
"11052","BYL719 + LJM716","X.1980.BY19.LJ16","best.average.response","74.8809"
"11053","BYL719 + LJM716","X.1980.BY19.LJ16","slope","88.3428"
"11054","BYL719 + LJM716","X.1980.BY19.LJ16","AUC","622.7580"
"11055","BYL719 + LJM716","X.1980.BY19.LJ16","survival","25.0000"
"11056","cetuximab","X.1980.ceab","mRECIST","SD"
"11057","cetuximab","X.1980.ceab","best.average.response","20.7759"
"11058","cetuximab","X.1980.ceab","slope","81.2413"
"11059","cetuximab","X.1980.ceab","AUC","327.5460"
"11060","cetuximab","X.1980.ceab","survival","50.0000"
"11061","CGM097","X.1980.CG97","mRECIST","PD"
"11062","CGM097","X.1980.CG97","best.average.response","64.3449"
"11063","CGM097","X.1980.CG97","slope","87.8906"
"11064","CGM097","X.1980.CG97","AUC","543.0000"
"11065","CGM097","X.1980.CG97","survival","27.0000"
"11066","CKX620","X.1980.CK20","mRECIST","SD"
"11067","CKX620","X.1980.CK20","best.average.response","8.9716"
"11068","CKX620","X.1980.CK20","slope","83.5580"
"11069","CKX620","X.1980.CK20","AUC","418.1765"
"11070","CKX620","X.1980.CK20","survival","34.0000"
"11071","CLR457","X.1980.CL57","mRECIST","SD"
"11072","CLR457","X.1980.CL57","best.average.response","-17.6150"
"11073","CLR457","X.1980.CL57","slope","56.7735"
"11074","CLR457","X.1980.CL57","AUC","192.2422"
"11075","CLR457","X.1980.CL57","survival","85.0000"
"11076","erlotinib","X.1980.erib","mRECIST","SD"
"11077","erlotinib","X.1980.erib","best.average.response","4.3640"
"11078","erlotinib","X.1980.erib","slope","86.6813"
"11079","erlotinib","X.1980.erib","AUC","504.3000"
"11080","erlotinib","X.1980.erib","survival","35.0000"
"11081","HDM201","X.1980.HD01","mRECIST","SD"
"11082","HDM201","X.1980.HD01","best.average.response","-3.5905"
"11083","HDM201","X.1980.HD01","slope","85.2781"
"11084","HDM201","X.1980.HD01","AUC","356.5233"
"11085","HDM201","X.1980.HD01","survival","30.0000"
"11086","HSP990","X.1980.HS90","mRECIST","SD"
"11087","HSP990","X.1980.HS90","best.average.response","-24.0709"
"11088","HSP990","X.1980.HS90","slope","63.1796"
"11089","HSP990","X.1980.HS90","AUC","393.4754"
"11090","HSP990","X.1980.HS90","survival","63.0000"
"11091","INC280","X.1980.IN80","mRECIST","PD"
"11092","INC280","X.1980.IN80","best.average.response","93.1213"
"11093","INC280","X.1980.IN80","slope","88.3928"
"11094","INC280","X.1980.IN80","AUC","662.3804"
"11095","INC280","X.1980.IN80","survival","28.0000"
"11096","LCL161 + paclitaxel","X.1980.LC61.pael","mRECIST","PD"
"11097","LCL161 + paclitaxel","X.1980.LC61.pael","best.average.response","28.7523"
"11098","LCL161 + paclitaxel","X.1980.LC61.pael","slope","84.3814"
"11099","LCL161 + paclitaxel","X.1980.LC61.pael","AUC","471.6762"
"11100","LCL161 + paclitaxel","X.1980.LC61.pael","survival","42.0000"
"11101","LEE011","X.1980.LE11","mRECIST","PD"
"11102","LEE011","X.1980.LE11","best.average.response","17.4828"
"11103","LEE011","X.1980.LE11","slope","77.7564"
"11104","LEE011","X.1980.LE11","AUC","348.2142"
"11105","LEE011","X.1980.LE11","survival","83.0000"
"11106","LFW527 + binimetinib","X.1980.LF27.biib","mRECIST","SD"
"11107","LFW527 + binimetinib","X.1980.LF27.biib","best.average.response","-23.6646"
"11108","LFW527 + binimetinib","X.1980.LF27.biib","slope","83.4402"
"11109","LFW527 + binimetinib","X.1980.LF27.biib","AUC","423.0044"
"11110","LFW527 + binimetinib","X.1980.LF27.biib","survival","58.0000"
"11111","LGH447","X.1980.LG47","mRECIST","SD"
"11112","LGH447","X.1980.LG47","best.average.response","-11.7783"
"11113","LGH447","X.1980.LG47","slope","82.5190"
"11114","LGH447","X.1980.LG47","AUC","409.7214"
"11115","LGH447","X.1980.LG47","survival","56.0000"
"11116","LLM871","X.1980.LL71","mRECIST","PD"
"11117","LLM871","X.1980.LL71","best.average.response","77.7778"
"11118","LLM871","X.1980.LL71","slope","88.5603"
"11119","LLM871","X.1980.LL71","AUC","632.3357"
"11120","LLM871","X.1980.LL71","survival","21.0000"
"11121","paclitaxel","X.1980.pael","mRECIST","PD"
"11122","paclitaxel","X.1980.pael","best.average.response","47.1202"
"11123","paclitaxel","X.1980.pael","slope","87.1202"
"11124","paclitaxel","X.1980.pael","AUC","551.7328"
"11125","paclitaxel","X.1980.pael","survival","29.0000"
"11126","untreated","X.1980.uned","mRECIST","PD"
"11127","untreated","X.1980.uned","best.average.response","34.5256"
"11128","untreated","X.1980.uned","slope","88.4961"
"11129","untreated","X.1980.uned","AUC","870.6559"
"11130","untreated","X.1980.uned","survival","34.0000"
"11131","BGJ398","X.1993.BG98","mRECIST","PD"
"11132","BGJ398","X.1993.BG98","best.average.response","60.0619"
"11133","BGJ398","X.1993.BG98","slope","87.8097"
"11134","BGJ398","X.1993.BG98","AUC","459.8842"
"11135","BGJ398","X.1993.BG98","survival","19.0000"
"11136","binimetinib","X.1993.biib","mRECIST","SD"
"11137","binimetinib","X.1993.biib","best.average.response","14.8216"
"11138","binimetinib","X.1993.biib","slope","27.1074"
"11139","binimetinib","X.1993.biib","AUC","284.9283"
"11140","binimetinib","X.1993.biib","survival","88.0000"
"11141","BKM120","X.1993.BK20","mRECIST","PD"
"11142","BKM120","X.1993.BK20","best.average.response","22.8713"
"11143","BKM120","X.1993.BK20","slope","86.9931"
"11144","BKM120","X.1993.BK20","AUC","511.3283"
"11145","BKM120","X.1993.BK20","survival","23.0000"
"11146","BKM120 + binimetinib","X.1993.BK20.biib","mRECIST","PD"
"11147","BKM120 + binimetinib","X.1993.BK20.biib","best.average.response","1.2745"
"11148","BKM120 + binimetinib","X.1993.BK20.biib","slope","84.1150"
"11149","BKM120 + binimetinib","X.1993.BK20.biib","AUC","381.7663"
"11150","BKM120 + binimetinib","X.1993.BK20.biib","survival","46.0000"
"11151","BYL719","X.1993.BY19","mRECIST","SD"
"11152","BYL719","X.1993.BY19","best.average.response","-21.5322"
"11153","BYL719","X.1993.BY19","slope","77.8842"
"11154","BYL719","X.1993.BY19","AUC","279.6812"
"11155","BYL719","X.1993.BY19","survival","48.0000"
"11156","BYL719 + LGH447","X.1993.BY19.LG47","mRECIST","SD"
"11157","BYL719 + LGH447","X.1993.BY19.LG47","best.average.response","-0.9429"
"11158","BYL719 + LGH447","X.1993.BY19.LG47","slope","74.0856"
"11159","BYL719 + LGH447","X.1993.BY19.LG47","AUC","354.7683"
"11160","BYL719 + LGH447","X.1993.BY19.LG47","survival","30.0000"
"11161","BYL719 + LJM716","X.1993.BY19.LJ16","mRECIST","SD"
"11162","BYL719 + LJM716","X.1993.BY19.LJ16","best.average.response","1.6536"
"11163","BYL719 + LJM716","X.1993.BY19.LJ16","slope","68.6101"
"11164","BYL719 + LJM716","X.1993.BY19.LJ16","AUC","243.4328"
"11165","BYL719 + LJM716","X.1993.BY19.LJ16","survival","97.0000"
"11166","cetuximab","X.1993.ceab","mRECIST","SD"
"11167","cetuximab","X.1993.ceab","best.average.response","15.5810"
"11168","cetuximab","X.1993.ceab","slope","79.9753"
"11169","cetuximab","X.1993.ceab","AUC","339.3528"
"11170","cetuximab","X.1993.ceab","survival","53.0000"
"11171","CGM097","X.1993.CG97","mRECIST","PD"
"11172","CGM097","X.1993.CG97","best.average.response","111.0092"
"11173","CGM097","X.1993.CG97","slope","88.8381"
"11174","CGM097","X.1993.CG97","AUC","548.0900"
"11175","CGM097","X.1993.CG97","survival","15.0000"
