"model.id","tissue","tissue.name","patient.id","drug","tested"
"X.4649.gepk","X.4649.gepk","PDAC","Pancreatic Ductal Carcinoma","X-4649","gemcitabine-50mpk","TRUE"
"X.4649.HD01","X.4649.HD01","PDAC","Pancreatic Ductal Carcinoma","X-4649","HDM201","TRUE"
"X.4649.IN24","X.4649.IN24","PDAC","Pancreatic Ductal Carcinoma","X-4649","INC424","TRUE"
"X.4649.IN24.biib","X.4649.IN24.biib","PDAC","Pancreatic Ductal Carcinoma","X-4649","INC424 + binimetinib","TRUE"
"X.4649.LE11","X.4649.LE11","PDAC","Pancreatic Ductal Carcinoma","X-4649","LEE011","TRUE"
"X.4649.LK36","X.4649.LK36","PDAC","Pancreatic Ductal Carcinoma","X-4649","LKA136","TRUE"
"X.4649.trib","X.4649.trib","PDAC","Pancreatic Ductal Carcinoma","X-4649","trametinib","TRUE"
"X.4649.uned","X.4649.uned","PDAC","Pancreatic Ductal Carcinoma","X-4649","untreated","TRUE"
"X.4649.WN74","X.4649.WN74","PDAC","Pancreatic Ductal Carcinoma","X-4649","WNT974","TRUE"
"X.4676.abne","X.4676.abne","PDAC","Pancreatic Ductal Carcinoma","X-4676","abraxane","TRUE"
"X.4676.biib","X.4676.biib","PDAC","Pancreatic Ductal Carcinoma","X-4676","binimetinib","TRUE"
"X.4676.bipk","X.4676.bipk","PDAC","Pancreatic Ductal Carcinoma","X-4676","binimetinib-3.5mpk","TRUE"
"X.4676.BK20","X.4676.BK20","PDAC","Pancreatic Ductal Carcinoma","X-4676","BKM120","TRUE"
"X.4676.BK20.biib","X.4676.BK20.biib","PDAC","Pancreatic Ductal Carcinoma","X-4676","BKM120 + binimetinib","TRUE"
"X.4676.BK20.LD25","X.4676.BK20.LD25","PDAC","Pancreatic Ductal Carcinoma","X-4676","BKM120 + LDE225","TRUE"
"X.4676.BY19","X.4676.BY19","PDAC","Pancreatic Ductal Carcinoma","X-4676","BYL719","TRUE"
"X.4676.BY19.LJ16","X.4676.BY19.LJ16","PDAC","Pancreatic Ductal Carcinoma","X-4676","BYL719 + LJM716","TRUE"
"X.4676.CL57","X.4676.CL57","PDAC","Pancreatic Ductal Carcinoma","X-4676","CLR457","TRUE"
"X.4676.fiab","X.4676.fiab","PDAC","Pancreatic Ductal Carcinoma","X-4676","figitumumab","TRUE"
"X.4676.fiab.biib","X.4676.fiab.biib","PDAC","Pancreatic Ductal Carcinoma","X-4676","figitumumab + binimetinib","TRUE"
"X.4676.gepk","X.4676.gepk","PDAC","Pancreatic Ductal Carcinoma","X-4676","gemcitabine-50mpk","TRUE"
"X.4676.HD01","X.4676.HD01","PDAC","Pancreatic Ductal Carcinoma","X-4676","HDM201","TRUE"
"X.4676.IN24","X.4676.IN24","PDAC","Pancreatic Ductal Carcinoma","X-4676","INC424","TRUE"
"X.4676.IN24.biib","X.4676.IN24.biib","PDAC","Pancreatic Ductal Carcinoma","X-4676","INC424 + binimetinib","TRUE"
"X.4676.LE11","X.4676.LE11","PDAC","Pancreatic Ductal Carcinoma","X-4676","LEE011","TRUE"
"X.4676.LK36","X.4676.LK36","PDAC","Pancreatic Ductal Carcinoma","X-4676","LKA136","TRUE"
"X.4676.trib","X.4676.trib","PDAC","Pancreatic Ductal Carcinoma","X-4676","trametinib","TRUE"
"X.4676.uned","X.4676.uned","PDAC","Pancreatic Ductal Carcinoma","X-4676","untreated","TRUE"
"X.4676.WN74","X.4676.WN74","PDAC","Pancreatic Ductal Carcinoma","X-4676","WNT974","TRUE"
"X.4927.abne","X.4927.abne","PDAC","Pancreatic Ductal Carcinoma","X-4927","abraxane","TRUE"
"X.4927.biib","X.4927.biib","PDAC","Pancreatic Ductal Carcinoma","X-4927","binimetinib","TRUE"
"X.4927.bipk","X.4927.bipk","PDAC","Pancreatic Ductal Carcinoma","X-4927","binimetinib-3.5mpk","TRUE"
"X.4927.BK20","X.4927.BK20","PDAC","Pancreatic Ductal Carcinoma","X-4927","BKM120","TRUE"
"X.4927.BK20.biib","X.4927.BK20.biib","PDAC","Pancreatic Ductal Carcinoma","X-4927","BKM120 + binimetinib","TRUE"
"X.4927.BK20.LD25","X.4927.BK20.LD25","PDAC","Pancreatic Ductal Carcinoma","X-4927","BKM120 + LDE225","TRUE"
"X.4927.BY19","X.4927.BY19","PDAC","Pancreatic Ductal Carcinoma","X-4927","BYL719","TRUE"
"X.4927.BY19.LJ16","X.4927.BY19.LJ16","PDAC","Pancreatic Ductal Carcinoma","X-4927","BYL719 + LJM716","TRUE"
"X.4927.fiab","X.4927.fiab","PDAC","Pancreatic Ductal Carcinoma","X-4927","figitumumab","TRUE"
"X.4927.fiab.biib","X.4927.fiab.biib","PDAC","Pancreatic Ductal Carcinoma","X-4927","figitumumab + binimetinib","TRUE"
"X.4927.gepk","X.4927.gepk","PDAC","Pancreatic Ductal Carcinoma","X-4927","gemcitabine-50mpk","TRUE"
"X.4927.HD01","X.4927.HD01","PDAC","Pancreatic Ductal Carcinoma","X-4927","HDM201","TRUE"
"X.4927.IN24","X.4927.IN24","PDAC","Pancreatic Ductal Carcinoma","X-4927","INC424","TRUE"
"X.4927.IN24.biib","X.4927.IN24.biib","PDAC","Pancreatic Ductal Carcinoma","X-4927","INC424 + binimetinib","TRUE"
"X.4927.LE11","X.4927.LE11","PDAC","Pancreatic Ductal Carcinoma","X-4927","LEE011","TRUE"
"X.4927.LK36","X.4927.LK36","PDAC","Pancreatic Ductal Carcinoma","X-4927","LKA136","TRUE"
"X.4927.trib","X.4927.trib","PDAC","Pancreatic Ductal Carcinoma","X-4927","trametinib","TRUE"
"X.4927.uned","X.4927.uned","PDAC","Pancreatic Ductal Carcinoma","X-4927","untreated","TRUE"
"X.4927.WN74","X.4927.WN74","PDAC","Pancreatic Ductal Carcinoma","X-4927","WNT974","TRUE"
"X.5205.biib","X.5205.biib","PDAC","Pancreatic Ductal Carcinoma","X-5205","binimetinib","TRUE"
"X.5205.bipk","X.5205.bipk","PDAC","Pancreatic Ductal Carcinoma","X-5205","binimetinib-3.5mpk","TRUE"
"X.5205.BK20","X.5205.BK20","PDAC","Pancreatic Ductal Carcinoma","X-5205","BKM120","TRUE"
"X.5205.BK20.biib","X.5205.BK20.biib","PDAC","Pancreatic Ductal Carcinoma","X-5205","BKM120 + binimetinib","TRUE"
"X.5205.BK20.LD25","X.5205.BK20.LD25","PDAC","Pancreatic Ductal Carcinoma","X-5205","BKM120 + LDE225","TRUE"
"X.5205.BY19","X.5205.BY19","PDAC","Pancreatic Ductal Carcinoma","X-5205","BYL719","TRUE"
"X.5205.BY19.LJ16","X.5205.BY19.LJ16","PDAC","Pancreatic Ductal Carcinoma","X-5205","BYL719 + LJM716","TRUE"
"X.5205.CL57","X.5205.CL57","PDAC","Pancreatic Ductal Carcinoma","X-5205","CLR457","TRUE"
"X.5205.fiab","X.5205.fiab","PDAC","Pancreatic Ductal Carcinoma","X-5205","figitumumab","TRUE"
"X.5205.gepk","X.5205.gepk","PDAC","Pancreatic Ductal Carcinoma","X-5205","gemcitabine-50mpk","TRUE"
"X.5205.HD01","X.5205.HD01","PDAC","Pancreatic Ductal Carcinoma","X-5205","HDM201","TRUE"
"X.5205.IN24.biib","X.5205.IN24.biib","PDAC","Pancreatic Ductal Carcinoma","X-5205","INC424 + binimetinib","TRUE"
"X.5205.LK36","X.5205.LK36","PDAC","Pancreatic Ductal Carcinoma","X-5205","LKA136","TRUE"
"X.5205.trib","X.5205.trib","PDAC","Pancreatic Ductal Carcinoma","X-5205","trametinib","TRUE"
"X.5205.uned","X.5205.uned","PDAC","Pancreatic Ductal Carcinoma","X-5205","untreated","TRUE"
"X.5205.WN74","X.5205.WN74","PDAC","Pancreatic Ductal Carcinoma","X-5205","WNT974","TRUE"
"11012","X.0991.BKM120","PDAC","","X-0991","BKM120","FALSE"
"11102","X.0991.WNT974","PDAC","","X-0991","WNT974","FALSE"
"12102","X.1199.HDM201","PDAC","","X-1199","HDM201","FALSE"
"13101","X.1289.binimetinib","PDAC","","X-1289","binimetinib","FALSE"
"14101","X.1289.BKM120 + binimetinib","PDAC","","X-1289","BKM120 + binimetinib","FALSE"
"15101","X.1289.BKM120 + LDE225","PDAC","","X-1289","BKM120 + LDE225","FALSE"
"16101","X.1289.INC424 + binimetinib","PDAC","","X-1289","INC424 + binimetinib","FALSE"
"17101","X.1317.abraxane","PDAC","","X-1317","abraxane","FALSE"
"18101","X.1317.BYL719","PDAC","","X-1317","BYL719","FALSE"
"19101","X.1317.BYL719 + LJM716","PDAC","","X-1317","BYL719 + LJM716","FALSE"
"11013","X.1317.CLR457","PDAC","","X-1317","CLR457","FALSE"
"11112","X.1317.figitumumab + binimetinib","PDAC","","X-1317","figitumumab + binimetinib","FALSE"
"11212","X.1317.HDM201","PDAC","","X-1317","HDM201","FALSE"
"11312","X.1317.INC424","PDAC","","X-1317","INC424","FALSE"
"11412","X.1317.LKA136","PDAC","","X-1317","LKA136","FALSE"
"11512","X.1317.trametinib","PDAC","","X-1317","trametinib","FALSE"
"11612","X.1317.BKM120","PDAC","","X-1317","BKM120","FALSE"
"11712","X.1317.WNT974","PDAC","","X-1317","WNT974","FALSE"
"11812","X.1959.abraxane","PDAC","","X-1959","abraxane","FALSE"
"11912","X.1959.binimetinib-3.5mpk","PDAC","","X-1959","binimetinib-3.5mpk","FALSE"
"12012","X.1959.BKM120 + LDE225","PDAC","","X-1959","BKM120 + LDE225","FALSE"
"12112","X.1959.BYL719","PDAC","","X-1959","BYL719","FALSE"
"12212","X.1959.BYL719 + LJM716","PDAC","","X-1959","BYL719 + LJM716","FALSE"
"12312","X.1959.CLR457","PDAC","","X-1959","CLR457","FALSE"
"12412","X.1959.figitumumab","PDAC","","X-1959","figitumumab","FALSE"
"12512","X.1959.figitumumab + binimetinib","PDAC","","X-1959","figitumumab + binimetinib","FALSE"
"12612","X.1959.HDM201","PDAC","","X-1959","HDM201","FALSE"
"12712","X.1959.INC424","PDAC","","X-1959","INC424","FALSE"
"12811","X.1959.LKA136","PDAC","","X-1959","LKA136","FALSE"
"12911","X.1959.trametinib","PDAC","","X-1959","trametinib","FALSE"
"13011","X.1959.untreated","PDAC","","X-1959","untreated","FALSE"
"13111","X.1959.BKM120","PDAC","","X-1959","BKM120","FALSE"
"13211","X.1959.WNT974","PDAC","","X-1959","WNT974","FALSE"
"13311","X.2026.abraxane","PDAC","","X-2026","abraxane","FALSE"
"13411","X.2026.binimetinib-3.5mpk","PDAC","","X-2026","binimetinib-3.5mpk","FALSE"
"13511","X.2026.BKM120 + LDE225","PDAC","","X-2026","BKM120 + LDE225","FALSE"
"13611","X.2026.figitumumab","PDAC","","X-2026","figitumumab","FALSE"
"13711","X.2026.LEE011","PDAC","","X-2026","LEE011","FALSE"
"13811","X.2043.trametinib","PDAC","","X-2043","trametinib","FALSE"
"13911","X.2043.WNT974","PDAC","","X-2043","WNT974","FALSE"
"14011","X.2081.abraxane","PDAC","","X-2081","abraxane","FALSE"
"14111","X.2081.INC424","PDAC","","X-2081","INC424","FALSE"
"14211","X.2283.binimetinib","PDAC","","X-2283","binimetinib","FALSE"
"14311","X.2283.BKM120 + binimetinib","PDAC","","X-2283","BKM120 + binimetinib","FALSE"
"14411","X.2283.BKM120 + LDE225","PDAC","","X-2283","BKM120 + LDE225","FALSE"
"14511","X.2283.BYL719 + LJM716","PDAC","","X-2283","BYL719 + LJM716","FALSE"
"14611","X.2283.figitumumab","PDAC","","X-2283","figitumumab","FALSE"
"14711","X.2283.figitumumab + binimetinib","PDAC","","X-2283","figitumumab + binimetinib","FALSE"
"14811","X.2283.untreated","PDAC","","X-2283","untreated","FALSE"
"14911","X.2339.BKM120 + LDE225","PDAC","","X-2339","BKM120 + LDE225","FALSE"
"15011","X.2428.INC424 + binimetinib","PDAC","","X-2428","INC424 + binimetinib","FALSE"
"15111","X.2470.binimetinib","PDAC","","X-2470","binimetinib","FALSE"
"15211","X.2470.BKM120 + binimetinib","PDAC","","X-2470","BKM120 + binimetinib","FALSE"
"15311","X.2470.BKM120 + LDE225","PDAC","","X-2470","BKM120 + LDE225","FALSE"
"15411","X.2470.BYL719 + LJM716","PDAC","","X-2470","BYL719 + LJM716","FALSE"
"15511","X.2470.gemcitabine-50mpk","PDAC","","X-2470","gemcitabine-50mpk","FALSE"
"15611","X.2470.HDM201","PDAC","","X-2470","HDM201","FALSE"
"15711","X.2470.INC424 + binimetinib","PDAC","","X-2470","INC424 + binimetinib","FALSE"
"15811","X.2633.INC424","PDAC","","X-2633","INC424","FALSE"
"15911","X.2684.gemcitabine-50mpk","PDAC","","X-2684","gemcitabine-50mpk","FALSE"
"16011","X.2997.gemcitabine-50mpk","PDAC","","X-2997","gemcitabine-50mpk","FALSE"
"16111","X.2997.WNT974","PDAC","","X-2997","WNT974","FALSE"
"16211","X.3028.gemcitabine-50mpk","PDAC","","X-3028","gemcitabine-50mpk","FALSE"
"16311","X.3038.gemcitabine-50mpk","PDAC","","X-3038","gemcitabine-50mpk","FALSE"
"16411","X.3209.binimetinib-3.5mpk","PDAC","","X-3209","binimetinib-3.5mpk","FALSE"
"16511","X.3209.BYL719","PDAC","","X-3209","BYL719","FALSE"
"16611","X.3209.CLR457","PDAC","","X-3209","CLR457","FALSE"
"16711","X.3209.figitumumab","PDAC","","X-3209","figitumumab","FALSE"
"16811","X.3209.HDM201","PDAC","","X-3209","HDM201","FALSE"
"16911","X.3209.LKA136","PDAC","","X-3209","LKA136","FALSE"
"17011","X.3209.trametinib","PDAC","","X-3209","trametinib","FALSE"
"17111","X.3209.untreated","PDAC","","X-3209","untreated","FALSE"
"17211","X.3209.WNT974","PDAC","","X-3209","WNT974","FALSE"
"17311","X.3782.BKM120 + LDE225","PDAC","","X-3782","BKM120 + LDE225","FALSE"
"17411","X.3782.BYL719","PDAC","","X-3782","BYL719","FALSE"
"17511","X.3782.BYL719 + LJM716","PDAC","","X-3782","BYL719 + LJM716","FALSE"
"17611","X.3782.HDM201","PDAC","","X-3782","HDM201","FALSE"
"17711","X.3782.INC424 + binimetinib","PDAC","","X-3782","INC424 + binimetinib","FALSE"
"17811","X.3782.LKA136","PDAC","","X-3782","LKA136","FALSE"
"17911","X.3782.BKM120","PDAC","","X-3782","BKM120","FALSE"
"18011","X.3800.binimetinib-3.5mpk","PDAC","","X-3800","binimetinib-3.5mpk","FALSE"
"18111","X.3816.BKM120 + LDE225","PDAC","","X-3816","BKM120 + LDE225","FALSE"
"18211","X.3846.BYL719 + LJM716","PDAC","","X-3846","BYL719 + LJM716","FALSE"
"18311","X.3846.LEE011","PDAC","","X-3846","LEE011","FALSE"
"18411","X.3898.CLR457","PDAC","","X-3898","CLR457","FALSE"
"18511","X.4015.binimetinib-3.5mpk","PDAC","","X-4015","binimetinib-3.5mpk","FALSE"
"18611","X.4015.LEE011","PDAC","","X-4015","LEE011","FALSE"
"18711","X.4015.trametinib","PDAC","","X-4015","trametinib","FALSE"
"18811","X.4015.BKM120","PDAC","","X-4015","BKM120","FALSE"
"18911","X.4018.BYL719 + LJM716","PDAC","","X-4018","BYL719 + LJM716","FALSE"
"19011","X.4018.INC424","PDAC","","X-4018","INC424","FALSE"
"19111","X.4215.BKM120 + binimetinib","PDAC","","X-4215","BKM120 + binimetinib","FALSE"
"19211","X.4316.BKM120 + binimetinib","PDAC","","X-4316","BKM120 + binimetinib","FALSE"
"19311","X.4316.INC424 + binimetinib","PDAC","","X-4316","INC424 + binimetinib","FALSE"
"19411","X.4377.BYL719 + LJM716","PDAC","","X-4377","BYL719 + LJM716","FALSE"
"19511","X.4377.untreated","PDAC","","X-4377","untreated","FALSE"
"19611","X.4927.CLR457","PDAC","","X-4927","CLR457","FALSE"
"19711","X.5205.abraxane","PDAC","","X-5205","abraxane","FALSE"
"19811","X.5205.figitumumab + binimetinib","PDAC","","X-5205","figitumumab + binimetinib","FALSE"
"19911","X.5205.INC424","PDAC","","X-5205","INC424","FALSE"
"110010","X.5205.LEE011","PDAC","","X-5205","LEE011","FALSE"
"X.1004.BG98","X.1004.BG98","BRCA","Breast Cancer","X-1004","BGJ398","TRUE"
"X.1004.biib","X.1004.biib","BRCA","Breast Cancer","X-1004","binimetinib","TRUE"
"X.1004.BK20","X.1004.BK20","BRCA","Breast Cancer","X-1004","BKM120","TRUE"
"X.1004.BY19","X.1004.BY19","BRCA","Breast Cancer","X-1004","BYL719","TRUE"
"X.1004.BY19.LE11","X.1004.BY19.LE11","BRCA","Breast Cancer","X-1004","BYL719 + LEE011","TRUE"
"X.1004.BY19.LJ16","X.1004.BY19.LJ16","BRCA","Breast Cancer","X-1004","BYL719 + LJM716","TRUE"
"X.1004.CG97","X.1004.CG97","BRCA","Breast Cancer","X-1004","CGM097","TRUE"
"X.1004.CL57","X.1004.CL57","BRCA","Breast Cancer","X-1004","CLR457","TRUE"
"X.1004.HD01","X.1004.HD01","BRCA","Breast Cancer","X-1004","HDM201","TRUE"
"X.1004.IN24","X.1004.IN24","BRCA","Breast Cancer","X-1004","INC424","TRUE"
"X.1004.LE11","X.1004.LE11","BRCA","Breast Cancer","X-1004","LEE011","TRUE"
"X.1004.LE11.evus","X.1004.LE11.evus","BRCA","Breast Cancer","X-1004","LEE011 + everolimus","TRUE"
"X.1004.LF02","X.1004.LF02","BRCA","Breast Cancer","X-1004","LFA102","TRUE"
"X.1004.LF27.evus","X.1004.LF27.evus","BRCA","Breast Cancer","X-1004","LFW527 + everolimus","TRUE"
"X.1004.LJ16","X.1004.LJ16","BRCA","Breast Cancer","X-1004","LJM716","TRUE"
"X.1004.LJ16.trab","X.1004.LJ16.trab","BRCA","Breast Cancer","X-1004","LJM716 + trastuzumab","TRUE"
"X.1004.LK36","X.1004.LK36","BRCA","Breast Cancer","X-1004","LKA136","TRUE"
"X.1004.LL71","X.1004.LL71","BRCA","Breast Cancer","X-1004","LLM871","TRUE"
"X.1004.pael","X.1004.pael","BRCA","Breast Cancer","X-1004","paclitaxel","TRUE"
"X.1004.taen","X.1004.taen","BRCA","Breast Cancer","X-1004","tamoxifen","TRUE"
"X.1004.trab","X.1004.trab","BRCA","Breast Cancer","X-1004","trastuzumab","TRUE"
"X.1004.uned","X.1004.uned","BRCA","Breast Cancer","X-1004","untreated","TRUE"
"X.1008.BG98","X.1008.BG98","BRCA","Breast Cancer","X-1008","BGJ398","TRUE"
"X.1008.biib","X.1008.biib","BRCA","Breast Cancer","X-1008","binimetinib","TRUE"
"X.1008.BK20","X.1008.BK20","BRCA","Breast Cancer","X-1008","BKM120","TRUE"
"X.1008.BY19","X.1008.BY19","BRCA","Breast Cancer","X-1008","BYL719","TRUE"
"X.1008.BY19.LE11","X.1008.BY19.LE11","BRCA","Breast Cancer","X-1008","BYL719 + LEE011","TRUE"
"X.1008.BY19.LJ16","X.1008.BY19.LJ16","BRCA","Breast Cancer","X-1008","BYL719 + LJM716","TRUE"
"X.1008.CG97","X.1008.CG97","BRCA","Breast Cancer","X-1008","CGM097","TRUE"
"X.1008.CL57","X.1008.CL57","BRCA","Breast Cancer","X-1008","CLR457","TRUE"
"X.1008.HD01","X.1008.HD01","BRCA","Breast Cancer","X-1008","HDM201","TRUE"
"X.1008.IN24","X.1008.IN24","BRCA","Breast Cancer","X-1008","INC424","TRUE"
"X.1008.LE11","X.1008.LE11","BRCA","Breast Cancer","X-1008","LEE011","TRUE"
"X.1008.LE11.evus","X.1008.LE11.evus","BRCA","Breast Cancer","X-1008","LEE011 + everolimus","TRUE"
"X.1008.LF02","X.1008.LF02","BRCA","Breast Cancer","X-1008","LFA102","TRUE"
"X.1008.LF27.evus","X.1008.LF27.evus","BRCA","Breast Cancer","X-1008","LFW527 + everolimus","TRUE"
"X.1008.LJ16","X.1008.LJ16","BRCA","Breast Cancer","X-1008","LJM716","TRUE"
"X.1008.LJ16.trab","X.1008.LJ16.trab","BRCA","Breast Cancer","X-1008","LJM716 + trastuzumab","TRUE"
"X.1008.LK36","X.1008.LK36","BRCA","Breast Cancer","X-1008","LKA136","TRUE"
"X.1008.LL71","X.1008.LL71","BRCA","Breast Cancer","X-1008","LLM871","TRUE"
"X.1008.pael","X.1008.pael","BRCA","Breast Cancer","X-1008","paclitaxel","TRUE"
"X.1008.taen","X.1008.taen","BRCA","Breast Cancer","X-1008","tamoxifen","TRUE"
"X.1008.trab","X.1008.trab","BRCA","Breast Cancer","X-1008","trastuzumab","TRUE"
"X.1008.uned","X.1008.uned","BRCA","Breast Cancer","X-1008","untreated","TRUE"
"X.1286.BG98","X.1286.BG98","BRCA","Breast Cancer","X-1286","BGJ398","TRUE"
"X.1286.biib","X.1286.biib","BRCA","Breast Cancer","X-1286","binimetinib","TRUE"
"X.1286.BK20","X.1286.BK20","BRCA","Breast Cancer","X-1286","BKM120","TRUE"
"X.1286.BY19","X.1286.BY19","BRCA","Breast Cancer","X-1286","BYL719","TRUE"
"X.1286.BY19.LE11","X.1286.BY19.LE11","BRCA","Breast Cancer","X-1286","BYL719 + LEE011","TRUE"
"X.1286.BY19.LJ16","X.1286.BY19.LJ16","BRCA","Breast Cancer","X-1286","BYL719 + LJM716","TRUE"
"X.1286.CG97","X.1286.CG97","BRCA","Breast Cancer","X-1286","CGM097","TRUE"
"X.1286.CL57","X.1286.CL57","BRCA","Breast Cancer","X-1286","CLR457","TRUE"
"X.1286.HD01","X.1286.HD01","BRCA","Breast Cancer","X-1286","HDM201","TRUE"
"X.1286.IN24","X.1286.IN24","BRCA","Breast Cancer","X-1286","INC424","TRUE"
"X.1286.LE11","X.1286.LE11","BRCA","Breast Cancer","X-1286","LEE011","TRUE"
"X.1286.LE11.evus","X.1286.LE11.evus","BRCA","Breast Cancer","X-1286","LEE011 + everolimus","TRUE"
"X.1286.LF02","X.1286.LF02","BRCA","Breast Cancer","X-1286","LFA102","TRUE"
"X.1286.LF27.evus","X.1286.LF27.evus","BRCA","Breast Cancer","X-1286","LFW527 + everolimus","TRUE"
"X.1286.LJ16","X.1286.LJ16","BRCA","Breast Cancer","X-1286","LJM716","TRUE"
"X.1286.LJ16.trab","X.1286.LJ16.trab","BRCA","Breast Cancer","X-1286","LJM716 + trastuzumab","TRUE"
"X.1286.LK36","X.1286.LK36","BRCA","Breast Cancer","X-1286","LKA136","TRUE"
"X.1286.LL71","X.1286.LL71","BRCA","Breast Cancer","X-1286","LLM871","TRUE"
"X.1286.pael","X.1286.pael","BRCA","Breast Cancer","X-1286","paclitaxel","TRUE"
"X.1286.taen","X.1286.taen","BRCA","Breast Cancer","X-1286","tamoxifen","TRUE"
"X.1286.trab","X.1286.trab","BRCA","Breast Cancer","X-1286","trastuzumab","TRUE"
"X.1286.uned","X.1286.uned","BRCA","Breast Cancer","X-1286","untreated","TRUE"
"X.1298.BG98","X.1298.BG98","BRCA","Breast Cancer","X-1298","BGJ398","TRUE"
"X.1298.biib","X.1298.biib","BRCA","Breast Cancer","X-1298","binimetinib","TRUE"
"X.1298.BK20","X.1298.BK20","BRCA","Breast Cancer","X-1298","BKM120","TRUE"
"X.1298.BY19","X.1298.BY19","BRCA","Breast Cancer","X-1298","BYL719","TRUE"
"X.1298.BY19.LE11","X.1298.BY19.LE11","BRCA","Breast Cancer","X-1298","BYL719 + LEE011","TRUE"
"X.1298.BY19.LJ16","X.1298.BY19.LJ16","BRCA","Breast Cancer","X-1298","BYL719 + LJM716","TRUE"
"X.1298.CG97","X.1298.CG97","BRCA","Breast Cancer","X-1298","CGM097","TRUE"
"X.1298.CL57","X.1298.CL57","BRCA","Breast Cancer","X-1298","CLR457","TRUE"
"X.1298.HD01","X.1298.HD01","BRCA","Breast Cancer","X-1298","HDM201","TRUE"
"X.1298.IN24","X.1298.IN24","BRCA","Breast Cancer","X-1298","INC424","TRUE"
"X.1298.LE11","X.1298.LE11","BRCA","Breast Cancer","X-1298","LEE011","TRUE"
"X.1298.LE11.evus","X.1298.LE11.evus","BRCA","Breast Cancer","X-1298","LEE011 + everolimus","TRUE"
"X.1298.LF02","X.1298.LF02","BRCA","Breast Cancer","X-1298","LFA102","TRUE"
"X.1298.LF27.evus","X.1298.LF27.evus","BRCA","Breast Cancer","X-1298","LFW527 + everolimus","TRUE"
"X.1298.LJ16","X.1298.LJ16","BRCA","Breast Cancer","X-1298","LJM716","TRUE"
"X.1298.LJ16.trab","X.1298.LJ16.trab","BRCA","Breast Cancer","X-1298","LJM716 + trastuzumab","TRUE"
"X.1298.LK36","X.1298.LK36","BRCA","Breast Cancer","X-1298","LKA136","TRUE"
"X.1298.LL71","X.1298.LL71","BRCA","Breast Cancer","X-1298","LLM871","TRUE"
"X.1298.pael","X.1298.pael","BRCA","Breast Cancer","X-1298","paclitaxel","TRUE"
"X.1298.taen","X.1298.taen","BRCA","Breast Cancer","X-1298","tamoxifen","TRUE"
"X.1298.trab","X.1298.trab","BRCA","Breast Cancer","X-1298","trastuzumab","TRUE"
"X.1298.uned","X.1298.uned","BRCA","Breast Cancer","X-1298","untreated","TRUE"
"X.1349.LF27.evus","X.1349.LF27.evus","BRCA","Breast Cancer","X-1349","LFW527 + everolimus","TRUE"
"X.1371.BG98","X.1371.BG98","BRCA","Breast Cancer","X-1371","BGJ398","TRUE"
"X.1371.biib","X.1371.biib","BRCA","Breast Cancer","X-1371","binimetinib","TRUE"
"X.1371.BK20","X.1371.BK20","BRCA","Breast Cancer","X-1371","BKM120","TRUE"
"X.1371.BY19","X.1371.BY19","BRCA","Breast Cancer","X-1371","BYL719","TRUE"
"X.1371.BY19.LE11","X.1371.BY19.LE11","BRCA","Breast Cancer","X-1371","BYL719 + LEE011","TRUE"
"X.1371.BY19.LJ16","X.1371.BY19.LJ16","BRCA","Breast Cancer","X-1371","BYL719 + LJM716","TRUE"
"X.1371.CG97","X.1371.CG97","BRCA","Breast Cancer","X-1371","CGM097","TRUE"
"X.1371.CL57","X.1371.CL57","BRCA","Breast Cancer","X-1371","CLR457","TRUE"
"X.1371.HD01","X.1371.HD01","BRCA","Breast Cancer","X-1371","HDM201","TRUE"
"X.1371.IN24","X.1371.IN24","BRCA","Breast Cancer","X-1371","INC424","TRUE"
"X.1371.LE11","X.1371.LE11","BRCA","Breast Cancer","X-1371","LEE011","TRUE"
"X.1371.LF02","X.1371.LF02","BRCA","Breast Cancer","X-1371","LFA102","TRUE"
"X.1371.LF27.evus","X.1371.LF27.evus","BRCA","Breast Cancer","X-1371","LFW527 + everolimus","TRUE"
"X.1371.LJ16","X.1371.LJ16","BRCA","Breast Cancer","X-1371","LJM716","TRUE"
"X.1371.LJ16.trab","X.1371.LJ16.trab","BRCA","Breast Cancer","X-1371","LJM716 + trastuzumab","TRUE"
"X.1371.LK36","X.1371.LK36","BRCA","Breast Cancer","X-1371","LKA136","TRUE"
"X.1371.LL71","X.1371.LL71","BRCA","Breast Cancer","X-1371","LLM871","TRUE"
"X.1371.pael","X.1371.pael","BRCA","Breast Cancer","X-1371","paclitaxel","TRUE"
"X.1371.taen","X.1371.taen","BRCA","Breast Cancer","X-1371","tamoxifen","TRUE"
"X.1371.trab","X.1371.trab","BRCA","Breast Cancer","X-1371","trastuzumab","TRUE"
"X.1371.uned","X.1371.uned","BRCA","Breast Cancer","X-1371","untreated","TRUE"
"X.1383.BG98","X.1383.BG98","BRCA","Breast Cancer","X-1383","BGJ398","TRUE"
"X.1383.biib","X.1383.biib","BRCA","Breast Cancer","X-1383","binimetinib","TRUE"
