model_id,tissue_id,tissue,patient_id,drug,tested,dataset
X.1199.trib,PDAC,Pancreatic Ductal Carcinoma,X-1199,trametinib,TRUE,6
X.1199.uned,PDAC,Pancreatic Ductal Carcinoma,X-1199,untreated,TRUE,6
X.1199.WN74,PDAC,Pancreatic Ductal Carcinoma,X-1199,WNT974,TRUE,6
X.1289.abne,PDAC,Pancreatic Ductal Carcinoma,X-1289,abraxane,TRUE,6
X.1289.bipk,PDAC,Pancreatic Ductal Carcinoma,X-1289,binimetinib-3.5mpk,TRUE,6
X.1289.BK20,PDAC,Pancreatic Ductal Carcinoma,X-1289,BKM120,TRUE,6
X.1289.BY19,PDAC,Pancreatic Ductal Carcinoma,X-1289,BYL719,TRUE,6
X.1289.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-1289,BYL719 + LJM716,TRUE,6
X.1289.CL57,PDAC,Pancreatic Ductal Carcinoma,X-1289,CLR457,TRUE,6
X.1289.fiab,PDAC,Pancreatic Ductal Carcinoma,X-1289,figitumumab,TRUE,6
X.1289.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-1289,figitumumab + binimetinib,TRUE,6
X.1289.gepk,PDAC,Pancreatic Ductal Carcinoma,X-1289,gemcitabine-50mpk,TRUE,6
X.1289.HD01,PDAC,Pancreatic Ductal Carcinoma,X-1289,HDM201,TRUE,6
X.1289.IN24,PDAC,Pancreatic Ductal Carcinoma,X-1289,INC424,TRUE,6
X.1289.LE11,PDAC,Pancreatic Ductal Carcinoma,X-1289,LEE011,TRUE,6
X.1289.LK36,PDAC,Pancreatic Ductal Carcinoma,X-1289,LKA136,TRUE,6
X.1289.trib,PDAC,Pancreatic Ductal Carcinoma,X-1289,trametinib,TRUE,6
X.1289.uned,PDAC,Pancreatic Ductal Carcinoma,X-1289,untreated,TRUE,6
X.1289.WN74,PDAC,Pancreatic Ductal Carcinoma,X-1289,WNT974,TRUE,6
X.1317.biib,PDAC,Pancreatic Ductal Carcinoma,X-1317,binimetinib,TRUE,6
X.1317.bipk,PDAC,Pancreatic Ductal Carcinoma,X-1317,binimetinib-3.5mpk,TRUE,6
X.1317.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-1317,BKM120 + binimetinib,TRUE,6
X.1317.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-1317,BKM120 + LDE225,TRUE,6
X.1317.fiab,PDAC,Pancreatic Ductal Carcinoma,X-1317,figitumumab,TRUE,6
X.1317.gepk,PDAC,Pancreatic Ductal Carcinoma,X-1317,gemcitabine-50mpk,TRUE,6
X.1317.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-1317,INC424 + binimetinib,TRUE,6
X.1317.LE11,PDAC,Pancreatic Ductal Carcinoma,X-1317,LEE011,TRUE,6
X.1317.uned,PDAC,Pancreatic Ductal Carcinoma,X-1317,untreated,TRUE,6
X.1362.abne,PDAC,Pancreatic Ductal Carcinoma,X-1362,abraxane,TRUE,6
X.1362.biib,PDAC,Pancreatic Ductal Carcinoma,X-1362,binimetinib,TRUE,6
X.1362.bipk,PDAC,Pancreatic Ductal Carcinoma,X-1362,binimetinib-3.5mpk,TRUE,6
X.1362.BK20,PDAC,Pancreatic Ductal Carcinoma,X-1362,BKM120,TRUE,6
X.1362.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-1362,BKM120 + binimetinib,TRUE,6
X.1362.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-1362,BKM120 + LDE225,TRUE,6
X.1362.BY19,PDAC,Pancreatic Ductal Carcinoma,X-1362,BYL719,TRUE,6
X.1362.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-1362,BYL719 + LJM716,TRUE,6
X.1362.CL57,PDAC,Pancreatic Ductal Carcinoma,X-1362,CLR457,TRUE,6
X.1362.fiab,PDAC,Pancreatic Ductal Carcinoma,X-1362,figitumumab,TRUE,6
X.1362.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-1362,figitumumab + binimetinib,TRUE,6
X.1362.gepk,PDAC,Pancreatic Ductal Carcinoma,X-1362,gemcitabine-50mpk,TRUE,6
X.1362.HD01,PDAC,Pancreatic Ductal Carcinoma,X-1362,HDM201,TRUE,6
X.1362.IN24,PDAC,Pancreatic Ductal Carcinoma,X-1362,INC424,TRUE,6
X.1362.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-1362,INC424 + binimetinib,TRUE,6
X.1362.LE11,PDAC,Pancreatic Ductal Carcinoma,X-1362,LEE011,TRUE,6
X.1362.LK36,PDAC,Pancreatic Ductal Carcinoma,X-1362,LKA136,TRUE,6
X.1362.trib,PDAC,Pancreatic Ductal Carcinoma,X-1362,trametinib,TRUE,6
X.1362.uned,PDAC,Pancreatic Ductal Carcinoma,X-1362,untreated,TRUE,6
X.1362.WN74,PDAC,Pancreatic Ductal Carcinoma,X-1362,WNT974,TRUE,6
X.1948.abne,PDAC,Pancreatic Ductal Carcinoma,X-1948,abraxane,TRUE,6
X.1948.biib,PDAC,Pancreatic Ductal Carcinoma,X-1948,binimetinib,TRUE,6
X.1948.bipk,PDAC,Pancreatic Ductal Carcinoma,X-1948,binimetinib-3.5mpk,TRUE,6
X.1948.BK20,PDAC,Pancreatic Ductal Carcinoma,X-1948,BKM120,TRUE,6
X.1948.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-1948,BKM120 + binimetinib,TRUE,6
X.1948.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-1948,BKM120 + LDE225,TRUE,6
X.1948.BY19,PDAC,Pancreatic Ductal Carcinoma,X-1948,BYL719,TRUE,6
X.1948.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-1948,BYL719 + LJM716,TRUE,6
X.1948.CL57,PDAC,Pancreatic Ductal Carcinoma,X-1948,CLR457,TRUE,6
X.1948.fiab,PDAC,Pancreatic Ductal Carcinoma,X-1948,figitumumab,TRUE,6
X.1948.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-1948,figitumumab + binimetinib,TRUE,6
X.1948.gepk,PDAC,Pancreatic Ductal Carcinoma,X-1948,gemcitabine-50mpk,TRUE,6
X.1948.HD01,PDAC,Pancreatic Ductal Carcinoma,X-1948,HDM201,TRUE,6
X.1948.IN24,PDAC,Pancreatic Ductal Carcinoma,X-1948,INC424,TRUE,6
X.1948.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-1948,INC424 + binimetinib,TRUE,6
X.1948.LE11,PDAC,Pancreatic Ductal Carcinoma,X-1948,LEE011,TRUE,6
X.1948.LK36,PDAC,Pancreatic Ductal Carcinoma,X-1948,LKA136,TRUE,6
X.1948.trib,PDAC,Pancreatic Ductal Carcinoma,X-1948,trametinib,TRUE,6
X.1948.uned,PDAC,Pancreatic Ductal Carcinoma,X-1948,untreated,TRUE,6
X.1948.WN74,PDAC,Pancreatic Ductal Carcinoma,X-1948,WNT974,TRUE,6
X.1959.biib,PDAC,Pancreatic Ductal Carcinoma,X-1959,binimetinib,TRUE,6
X.1959.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-1959,BKM120 + binimetinib,TRUE,6
X.1959.gepk,PDAC,Pancreatic Ductal Carcinoma,X-1959,gemcitabine-50mpk,TRUE,6
X.1959.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-1959,INC424 + binimetinib,TRUE,6
X.1959.LE11,PDAC,Pancreatic Ductal Carcinoma,X-1959,LEE011,TRUE,6
X.2026.biib,PDAC,Pancreatic Ductal Carcinoma,X-2026,binimetinib,TRUE,6
X.2026.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2026,BKM120,TRUE,6
X.2026.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-2026,BKM120 + binimetinib,TRUE,6
X.2026.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2026,BYL719,TRUE,6
X.2026.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-2026,BYL719 + LJM716,TRUE,6
X.2026.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2026,CLR457,TRUE,6
X.2026.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2026,figitumumab + binimetinib,TRUE,6
X.2026.gepk,PDAC,Pancreatic Ductal Carcinoma,X-2026,gemcitabine-50mpk,TRUE,6
X.2026.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2026,HDM201,TRUE,6
X.2026.IN24,PDAC,Pancreatic Ductal Carcinoma,X-2026,INC424,TRUE,6
X.2026.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-2026,INC424 + binimetinib,TRUE,6
X.2026.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2026,LKA136,TRUE,6
X.2026.trib,PDAC,Pancreatic Ductal Carcinoma,X-2026,trametinib,TRUE,6
X.2026.uned,PDAC,Pancreatic Ductal Carcinoma,X-2026,untreated,TRUE,6
X.2026.WN74,PDAC,Pancreatic Ductal Carcinoma,X-2026,WNT974,TRUE,6
X.2043.abne,PDAC,Pancreatic Ductal Carcinoma,X-2043,abraxane,TRUE,6
X.2043.biib,PDAC,Pancreatic Ductal Carcinoma,X-2043,binimetinib,TRUE,6
X.2043.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2043,binimetinib-3.5mpk,TRUE,6
X.2043.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2043,BKM120,TRUE,6
X.2043.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-2043,BKM120 + binimetinib,TRUE,6
X.2043.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-2043,BKM120 + LDE225,TRUE,6
X.2043.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2043,BYL719,TRUE,6
X.2043.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-2043,BYL719 + LJM716,TRUE,6
X.2043.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2043,CLR457,TRUE,6
X.2043.fiab,PDAC,Pancreatic Ductal Carcinoma,X-2043,figitumumab,TRUE,6
X.2043.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2043,figitumumab + binimetinib,TRUE,6
X.2043.gepk,PDAC,Pancreatic Ductal Carcinoma,X-2043,gemcitabine-50mpk,TRUE,6
X.2043.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2043,HDM201,TRUE,6
X.2043.IN24,PDAC,Pancreatic Ductal Carcinoma,X-2043,INC424,TRUE,6
X.2043.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-2043,INC424 + binimetinib,TRUE,6
X.2043.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2043,LEE011,TRUE,6
X.2043.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2043,LKA136,TRUE,6
X.2043.uned,PDAC,Pancreatic Ductal Carcinoma,X-2043,untreated,TRUE,6
X.2081.biib,PDAC,Pancreatic Ductal Carcinoma,X-2081,binimetinib,TRUE,6
X.2081.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2081,binimetinib-3.5mpk,TRUE,6
X.2081.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2081,BKM120,TRUE,6
X.2081.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-2081,BKM120 + binimetinib,TRUE,6
X.2081.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-2081,BKM120 + LDE225,TRUE,6
X.2081.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2081,BYL719,TRUE,6
X.2081.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-2081,BYL719 + LJM716,TRUE,6
X.2081.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2081,CLR457,TRUE,6
X.2081.fiab,PDAC,Pancreatic Ductal Carcinoma,X-2081,figitumumab,TRUE,6
X.2081.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2081,figitumumab + binimetinib,TRUE,6
X.2081.gepk,PDAC,Pancreatic Ductal Carcinoma,X-2081,gemcitabine-50mpk,TRUE,6
X.2081.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2081,HDM201,TRUE,6
X.2081.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-2081,INC424 + binimetinib,TRUE,6
X.2081.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2081,LEE011,TRUE,6
X.2081.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2081,LKA136,TRUE,6
X.2081.trib,PDAC,Pancreatic Ductal Carcinoma,X-2081,trametinib,TRUE,6
X.2081.uned,PDAC,Pancreatic Ductal Carcinoma,X-2081,untreated,TRUE,6
X.2081.WN74,PDAC,Pancreatic Ductal Carcinoma,X-2081,WNT974,TRUE,6
X.2283.abne,PDAC,Pancreatic Ductal Carcinoma,X-2283,abraxane,TRUE,6
X.2283.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2283,binimetinib-3.5mpk,TRUE,6
X.2283.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2283,BKM120,TRUE,6
X.2283.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2283,BYL719,TRUE,6
X.2283.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2283,CLR457,TRUE,6
X.2283.gepk,PDAC,Pancreatic Ductal Carcinoma,X-2283,gemcitabine-50mpk,TRUE,6
X.2283.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2283,HDM201,TRUE,6
X.2283.IN24,PDAC,Pancreatic Ductal Carcinoma,X-2283,INC424,TRUE,6
X.2283.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-2283,INC424 + binimetinib,TRUE,6
X.2283.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2283,LEE011,TRUE,6
X.2283.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2283,LKA136,TRUE,6
X.2283.trib,PDAC,Pancreatic Ductal Carcinoma,X-2283,trametinib,TRUE,6
X.2283.WN74,PDAC,Pancreatic Ductal Carcinoma,X-2283,WNT974,TRUE,6
X.2339.abne,PDAC,Pancreatic Ductal Carcinoma,X-2339,abraxane,TRUE,6
X.2339.biib,PDAC,Pancreatic Ductal Carcinoma,X-2339,binimetinib,TRUE,6
X.2339.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2339,binimetinib-3.5mpk,TRUE,6
X.2339.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2339,BKM120,TRUE,6
X.2339.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-2339,BKM120 + binimetinib,TRUE,6
X.2339.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2339,BYL719,TRUE,6
X.2339.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-2339,BYL719 + LJM716,TRUE,6
X.2339.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2339,CLR457,TRUE,6
X.2339.fiab,PDAC,Pancreatic Ductal Carcinoma,X-2339,figitumumab,TRUE,6
X.2339.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2339,figitumumab + binimetinib,TRUE,6
X.2339.gepk,PDAC,Pancreatic Ductal Carcinoma,X-2339,gemcitabine-50mpk,TRUE,6
X.2339.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2339,HDM201,TRUE,6
X.2339.IN24,PDAC,Pancreatic Ductal Carcinoma,X-2339,INC424,TRUE,6
X.2339.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-2339,INC424 + binimetinib,TRUE,6
X.2339.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2339,LEE011,TRUE,6
X.2339.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2339,LKA136,TRUE,6
X.2339.trib,PDAC,Pancreatic Ductal Carcinoma,X-2339,trametinib,TRUE,6
X.2339.uned,PDAC,Pancreatic Ductal Carcinoma,X-2339,untreated,TRUE,6
X.2339.WN74,PDAC,Pancreatic Ductal Carcinoma,X-2339,WNT974,TRUE,6
X.2428.abne,PDAC,Pancreatic Ductal Carcinoma,X-2428,abraxane,TRUE,6
X.2428.biib,PDAC,Pancreatic Ductal Carcinoma,X-2428,binimetinib,TRUE,6
X.2428.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2428,binimetinib-3.5mpk,TRUE,6
X.2428.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2428,BKM120,TRUE,6
X.2428.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-2428,BKM120 + binimetinib,TRUE,6
X.2428.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-2428,BKM120 + LDE225,TRUE,6
X.2428.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2428,BYL719,TRUE,6
X.2428.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-2428,BYL719 + LJM716,TRUE,6
X.2428.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2428,CLR457,TRUE,6
X.2428.fiab,PDAC,Pancreatic Ductal Carcinoma,X-2428,figitumumab,TRUE,6
X.2428.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2428,figitumumab + binimetinib,TRUE,6
X.2428.gepk,PDAC,Pancreatic Ductal Carcinoma,X-2428,gemcitabine-50mpk,TRUE,6
X.2428.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2428,HDM201,TRUE,6
X.2428.IN24,PDAC,Pancreatic Ductal Carcinoma,X-2428,INC424,TRUE,6
X.2428.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2428,LEE011,TRUE,6
X.2428.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2428,LKA136,TRUE,6
X.2428.trib,PDAC,Pancreatic Ductal Carcinoma,X-2428,trametinib,TRUE,6
X.2428.uned,PDAC,Pancreatic Ductal Carcinoma,X-2428,untreated,TRUE,6
X.2428.WN74,PDAC,Pancreatic Ductal Carcinoma,X-2428,WNT974,TRUE,6
X.2470.abne,PDAC,Pancreatic Ductal Carcinoma,X-2470,abraxane,TRUE,6
X.2470.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2470,binimetinib-3.5mpk,TRUE,6
X.2470.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2470,BKM120,TRUE,6
X.2470.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2470,BYL719,TRUE,6
X.2470.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2470,CLR457,TRUE,6
X.2470.fiab,PDAC,Pancreatic Ductal Carcinoma,X-2470,figitumumab,TRUE,6
X.2470.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2470,figitumumab + binimetinib,TRUE,6
X.2470.IN24,PDAC,Pancreatic Ductal Carcinoma,X-2470,INC424,TRUE,6
X.2470.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2470,LEE011,TRUE,6
X.2470.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2470,LKA136,TRUE,6
X.2470.trib,PDAC,Pancreatic Ductal Carcinoma,X-2470,trametinib,TRUE,6
X.2470.uned,PDAC,Pancreatic Ductal Carcinoma,X-2470,untreated,TRUE,6
X.2470.WN74,PDAC,Pancreatic Ductal Carcinoma,X-2470,WNT974,TRUE,6
X.2564.abne,PDAC,Pancreatic Ductal Carcinoma,X-2564,abraxane,TRUE,6
X.2564.biib,PDAC,Pancreatic Ductal Carcinoma,X-2564,binimetinib,TRUE,6
X.2564.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2564,binimetinib-3.5mpk,TRUE,6
X.2564.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2564,BKM120,TRUE,6
X.2564.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-2564,BKM120 + binimetinib,TRUE,6
X.2564.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-2564,BKM120 + LDE225,TRUE,6
X.2564.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2564,BYL719,TRUE,6
X.2564.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-2564,BYL719 + LJM716,TRUE,6
X.2564.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2564,CLR457,TRUE,6
X.2564.fiab,PDAC,Pancreatic Ductal Carcinoma,X-2564,figitumumab,TRUE,6
X.2564.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2564,figitumumab + binimetinib,TRUE,6
X.2564.gepk,PDAC,Pancreatic Ductal Carcinoma,X-2564,gemcitabine-50mpk,TRUE,6
X.2564.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2564,HDM201,TRUE,6
X.2564.IN24,PDAC,Pancreatic Ductal Carcinoma,X-2564,INC424,TRUE,6
X.2564.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-2564,INC424 + binimetinib,TRUE,6
X.2564.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2564,LEE011,TRUE,6
X.2564.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2564,LKA136,TRUE,6
X.2564.trib,PDAC,Pancreatic Ductal Carcinoma,X-2564,trametinib,TRUE,6
X.2564.uned,PDAC,Pancreatic Ductal Carcinoma,X-2564,untreated,TRUE,6
X.2564.WN74,PDAC,Pancreatic Ductal Carcinoma,X-2564,WNT974,TRUE,6
X.2633.abne,PDAC,Pancreatic Ductal Carcinoma,X-2633,abraxane,TRUE,6
X.2633.biib,PDAC,Pancreatic Ductal Carcinoma,X-2633,binimetinib,TRUE,6
X.2633.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2633,binimetinib-3.5mpk,TRUE,6
X.2633.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2633,BKM120,TRUE,6
X.2633.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-2633,BKM120 + binimetinib,TRUE,6
X.2633.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-2633,BKM120 + LDE225,TRUE,6
X.2633.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2633,BYL719,TRUE,6
X.2633.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-2633,BYL719 + LJM716,TRUE,6
X.2633.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2633,CLR457,TRUE,6
X.2633.fiab,PDAC,Pancreatic Ductal Carcinoma,X-2633,figitumumab,TRUE,6
X.2633.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2633,figitumumab + binimetinib,TRUE,6
X.2633.gepk,PDAC,Pancreatic Ductal Carcinoma,X-2633,gemcitabine-50mpk,TRUE,6
X.2633.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2633,HDM201,TRUE,6
X.2633.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-2633,INC424 + binimetinib,TRUE,6
X.2633.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2633,LEE011,TRUE,6
X.2633.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2633,LKA136,TRUE,6
X.2633.trib,PDAC,Pancreatic Ductal Carcinoma,X-2633,trametinib,TRUE,6
X.2633.uned,PDAC,Pancreatic Ductal Carcinoma,X-2633,untreated,TRUE,6
X.2633.WN74,PDAC,Pancreatic Ductal Carcinoma,X-2633,WNT974,TRUE,6
X.2684.abne,PDAC,Pancreatic Ductal Carcinoma,X-2684,abraxane,TRUE,6
X.2684.biib,PDAC,Pancreatic Ductal Carcinoma,X-2684,binimetinib,TRUE,6
X.2684.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2684,binimetinib-3.5mpk,TRUE,6
X.2684.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2684,BKM120,TRUE,6
X.2684.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-2684,BKM120 + binimetinib,TRUE,6
X.2684.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-2684,BKM120 + LDE225,TRUE,6
X.2684.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2684,BYL719,TRUE,6
X.2684.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-2684,BYL719 + LJM716,TRUE,6
X.2684.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2684,CLR457,TRUE,6
X.2684.fiab,PDAC,Pancreatic Ductal Carcinoma,X-2684,figitumumab,TRUE,6
X.2684.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2684,figitumumab + binimetinib,TRUE,6
X.2684.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2684,HDM201,TRUE,6
X.2684.IN24,PDAC,Pancreatic Ductal Carcinoma,X-2684,INC424,TRUE,6
X.2684.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-2684,INC424 + binimetinib,TRUE,6
X.2684.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2684,LEE011,TRUE,6
X.2684.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2684,LKA136,TRUE,6
X.2684.trib,PDAC,Pancreatic Ductal Carcinoma,X-2684,trametinib,TRUE,6
X.2684.uned,PDAC,Pancreatic Ductal Carcinoma,X-2684,untreated,TRUE,6
X.2684.WN74,PDAC,Pancreatic Ductal Carcinoma,X-2684,WNT974,TRUE,6
X.2997.abne,PDAC,Pancreatic Ductal Carcinoma,X-2997,abraxane,TRUE,6
X.2997.biib,PDAC,Pancreatic Ductal Carcinoma,X-2997,binimetinib,TRUE,6
X.2997.bipk,PDAC,Pancreatic Ductal Carcinoma,X-2997,binimetinib-3.5mpk,TRUE,6
X.2997.BK20,PDAC,Pancreatic Ductal Carcinoma,X-2997,BKM120,TRUE,6
X.2997.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-2997,BKM120 + binimetinib,TRUE,6
X.2997.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-2997,BKM120 + LDE225,TRUE,6
X.2997.BY19,PDAC,Pancreatic Ductal Carcinoma,X-2997,BYL719,TRUE,6
X.2997.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-2997,BYL719 + LJM716,TRUE,6
X.2997.CL57,PDAC,Pancreatic Ductal Carcinoma,X-2997,CLR457,TRUE,6
X.2997.fiab,PDAC,Pancreatic Ductal Carcinoma,X-2997,figitumumab,TRUE,6
X.2997.fiab.biib,PDAC,Pancreatic Ductal Carcinoma,X-2997,figitumumab + binimetinib,TRUE,6
X.2997.HD01,PDAC,Pancreatic Ductal Carcinoma,X-2997,HDM201,TRUE,6
X.2997.IN24,PDAC,Pancreatic Ductal Carcinoma,X-2997,INC424,TRUE,6
X.2997.IN24.biib,PDAC,Pancreatic Ductal Carcinoma,X-2997,INC424 + binimetinib,TRUE,6
X.2997.LE11,PDAC,Pancreatic Ductal Carcinoma,X-2997,LEE011,TRUE,6
X.2997.LK36,PDAC,Pancreatic Ductal Carcinoma,X-2997,LKA136,TRUE,6
X.2997.trib,PDAC,Pancreatic Ductal Carcinoma,X-2997,trametinib,TRUE,6
X.2997.uned,PDAC,Pancreatic Ductal Carcinoma,X-2997,untreated,TRUE,6
X.3028.abne,PDAC,Pancreatic Ductal Carcinoma,X-3028,abraxane,TRUE,6
X.3028.biib,PDAC,Pancreatic Ductal Carcinoma,X-3028,binimetinib,TRUE,6
X.3028.bipk,PDAC,Pancreatic Ductal Carcinoma,X-3028,binimetinib-3.5mpk,TRUE,6
X.3028.BK20,PDAC,Pancreatic Ductal Carcinoma,X-3028,BKM120,TRUE,6
X.3028.BK20.biib,PDAC,Pancreatic Ductal Carcinoma,X-3028,BKM120 + binimetinib,TRUE,6
X.3028.BK20.LD25,PDAC,Pancreatic Ductal Carcinoma,X-3028,BKM120 + LDE225,TRUE,6
X.3028.BY19,PDAC,Pancreatic Ductal Carcinoma,X-3028,BYL719,TRUE,6
X.3028.BY19.LJ16,PDAC,Pancreatic Ductal Carcinoma,X-3028,BYL719 + LJM716,TRUE,6
X.3028.CL57,PDAC,Pancreatic Ductal Carcinoma,X-3028,CLR457,TRUE,6
X.3028.fiab,PDAC,Pancreatic Ductal Carcinoma,X-3028,figitumumab,TRUE,6
